0.719686	1/1000	156	0.00497082	GCF_000006985.1_ASM698v1_genomic.fna.gz	NC_002932.3 Chlorobium tepidum TLS chromosome, complete genome
0.719686	1/1000	2	0.00497082	GCF_000007605.1_ASM760v1_genomic.fna.gz	[2 seqs] NC_003361.3 Chlamydophila caviae GPIC, complete genome [...]
0.719686	1/1000	30	0.00497082	GCF_000008265.1_ASM826v1_genomic.fna.gz	NC_005877.1 Picrophilus torridus DSM 9790, complete genome
0.719686	1/1000	95	0.00497082	GCF_000009945.1_ASM994v1_genomic.fna.gz	[2 seqs] NC_007899.1 Chlamydia felis Fe/C-56 Fe/C-56 DNA, complete genome [...]
0.719686	1/1000	1	0.00497082	GCF_000011305.1_ASM1130v1_genomic.fna.gz	[3 seqs] NC_004369.1 Corynebacterium efficiens YS-314 DNA, complete genome [...]
0.768798	4/1000	123	2.54383e-11	GCF_000012005.1_ASM1200v1_genomic.fna.gz	[3 seqs] NC_007606.1 Shigella dysenteriae Sd197 chromosome, complete genome [...]
0.719686	1/1000	1	0.00497082	GCF_000012945.1_ASM1294v1_genomic.fna.gz	[3 seqs] NC_007510.1 Burkholderia sp. 383 chromosome 1, complete sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000013605.1_ASM1360v1_genomic.fna.gz	[2 seqs] NC_007908.1 Rhodoferax ferrireducens T118, complete genome [...]
0.719686	1/1000	1	0.00497082	GCF_000016565.1_ASM1656v1_genomic.fna.gz	NC_009439.1 Pseudomonas mendocina ymp, complete genome
0.719686	1/1000	1	0.00497082	GCF_000017165.1_ASM1716v1_genomic.fna.gz	NC_009634.1 Methanococcus vannielii SB, complete genome
0.719686	1/1000	1	0.00497082	GCF_000017665.1_ASM1766v1_genomic.fna.gz	[3 seqs] NC_009778.1 Cronobacter sakazakii ATCC BAA-894, complete genome [...]
0.719686	1/1000	295	0.00497082	GCF_000020065.1_ASM2006v1_genomic.fna.gz	NC_011025.1 Mycoplasma arthritidis 158L3-1, complete genome
0.719686	1/1000	1	0.00497082	GCF_000020145.1_ASM2014v1_genomic.fna.gz	NC_010644.1 Elusimicrobium minutum Pei191, complete genome
0.719686	1/1000	125	0.00497082	GCF_000022885.2_ASM2288v2_genomic.fna.gz	NC_012779.2 Edwardsiella ictaluri 93-146, complete genome
0.719686	1/1000	1	0.00497082	GCF_000023065.1_ASM2306v1_genomic.fna.gz	NC_012691.1 Tolumonas auensis DSM 9187, complete genome
0.719686	1/1000	1	0.00497082	GCF_000025345.1_ASM2534v1_genomic.fna.gz	NC_013757.1 Geodermatophilus obscurus DSM 43160, complete genome
0.719686	1/1000	1	0.00497082	GCF_000025965.1_ASM2596v1_genomic.fna.gz	[3 seqs] NC_006513.1 Azoarcus aromaticum EbN1 complete genome [...]
0.719686	1/1000	20	0.00497082	GCF_000090965.1_ASM9096v1_genomic.fna.gz	[2 seqs] NC_008513.1 Buchnera aphidicola BCc, complete genome [...]
0.719686	1/1000	1	0.00497082	GCF_000092405.1_ASM9240v1_genomic.fna.gz	NC_014220.1 Syntrophothermus lipocalidus DSM 12680, complete genome
0.719686	1/1000	97	0.00497082	GCF_000143625.1_ASM14362v1_genomic.fna.gz	[173 seqs] NZ_GL379589.1 Candidatus Regiella insecticola LSR1 Scaffold1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000153705.1_ASM15370v1_genomic.fna.gz	[4 seqs] NZ_DS022275.1 Fulvimarina pelagi HTCC2506 scf_1100011000324 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000155415.1_ASM15541v1_genomic.fna.gz	[22 seqs] NZ_DS990259.1 Bifidobacterium longum subsp. infantis CCUG 52486 supercont2.22 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000155775.1_ASM15577v1_genomic.fna.gz	[11 seqs] NZ_DS989817.1 Glaciecola sp. HTCC2999 scf_1100007007377 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000155955.1_ASM15595v1_genomic.fna.gz	[6 seqs] NZ_GG697146.2 Mitsuokella multacida DSM 20544 Scfld8, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000155975.1_ASM15597v1_genomic.fna.gz	[10 seqs] NZ_GG730308.1 Citrobacter youngae ATCC 29220 Scfld9, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000156135.1_ASM15613v1_genomic.fna.gz	[5 seqs] NZ_DS995285.1 Rhodobacterales bacterium Y4I scf_1106129324776 genomic scaffold, whole genome shotgun sequence [...]
0.813182	13/1000	1	1.72714e-40	GCF_000156855.2_ASM15685v2_genomic.fna.gz	[2 seqs] NC_022243.1 Neisseria gonorrhoeae MS11 plasmid, complete sequence [...]
0.719686	1/1000	2	0.00497082	GCF_000156975.1_ASM15697v1_genomic.fna.gz	[40 seqs] NZ_EQ973118.1 Neisseria gonorrhoeae SK-93-1035 supercont1.40 genomic scaffold, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000157955.1_ASM15795v1_genomic.fna.gz	[11 seqs] NZ_GG704779.1 Subdoligranulum variabile DSM 15176 genomic scaffold Scfld10, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000159555.1_ASM15955v1_genomic.fna.gz	[248 seqs] NZ_GG698405.1 Staphylococcus aureus subsp. aureus TCH130 genomic scaffold SCAFFOLD248, whole genome shotgun sequence [...]
0.719686	1/1000	105	0.00497082	GCF_000160435.1_ASM16043v1_genomic.fna.gz	[5 seqs] NZ_GG665875.1 Kingella oralis ATCC 51147 genomic scaffold Scfld4, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000162875.1_ASM16287v1_genomic.fna.gz	[2 seqs] NZ_GG700631.1 Slackia exigua ATCC 700122 genomic scaffold Scfld1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000163475.1_ASM16347v1_genomic.fna.gz	[14 seqs] NZ_GG704823.1 Pasteurella dagmatis ATCC 43325 genomic scaffold SCAFFOLD14, whole genome shotgun sequence [...]
0.719686	1/1000	90	0.00497082	GCF_000163555.2_HIMB114_v2.0_genomic.fna.gz	NZ_ADAC02000001.1 Alpha proteobacterium HIMB114 HIMB114_HIMB114, whole genome shotgun sequence
0.719686	1/1000	1	0.00497082	GCF_000165345.1_ASM16534v1_genomic.fna.gz	[8 seqs] NC_006980.1 Cryptosporidium parvum Iowa II chromosome 1, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000166735.1_ASM16673v1_genomic.fna.gz	[893 seqs] NZ_AEMJ01000893.1 Leuconostoc inhae KCTC 3774 contig00909, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000167355.1_ASM16735v1_genomic.fna.gz	[51 seqs] NZ_AAEW02000051.1 Desulfuromonas acetoxidans DSM 684 ctg15, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000168835.1_ASM16883v1_genomic.fna.gz	[400 seqs] NZ_AAUB01000400.1 Yersinia pestis FV-1 contg_770, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000170835.1_ASM17083v1_genomic.fna.gz	[104 seqs] NZ_ABCP01000104.1 Marinobacter algicola DG893 1103407001884, whole genome shotgun sequence [...]
0.719686	1/1000	2	0.00497082	GCF_000173135.1_ASM17313v1_genomic.fna.gz	[1370 seqs] NZ_ABVX01001370.1 Pectobacterium carotovorum subsp. brasiliensis PBR1692 1368_1368_Sequence00191, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000174095.1_wUni_1.0_genomic.fna.gz	[256 seqs] NZ_ACFP01000256.1 Wolbachia endosymbiont of Muscidifurax uniraptor Contig561, whole genome shotgun sequence [...]
0.719686	1/1000	4	0.00497082	GCF_000180595.1_ASM18059v1_genomic.fna.gz	[44 seqs] NZ_CACL01000044.1 Neisseria lactamica Y92-1009 whole genome shotgun sequence, contig 44 [...]
0.719686	1/1000	83	0.00497082	GCF_000181895.2_ASM18189v2_genomic.fna.gz	[49 seqs] NC_012132.1 Borrelia spielmanii A14S plasmid A14S_cp26, complete sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000186485.1_ASM18648v1_genomic.fna.gz	[388 seqs] NZ_GL636097.1 Serratia symbiotica str. Tucson scaffold00185, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000191325.1_ASM19132v2_genomic.fna.gz	[166 seqs] NZ_AEQK01000166.1 Neisseria meningitidis 961-5945 gnm9615945.contig.165, whole genome shotgun sequence [...]
0.768798	4/1000	98	2.54383e-11	GCF_000192085.1_ASM19208v1_genomic.fna.gz	[2 seqs] NZ_CM001151.1 Salmonella enterica subsp. enterica serovar Dublin str. SD3246 strain 3246 chromosome, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000193755.1_ASM19375v2_genomic.fna.gz	[455 seqs] NZ_AEPG01000455.1 Neisseria sicca DS1 contig00455, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000195185.1_ASM19518v2_genomic.fna.gz	[332 seqs] NZ_AFAR01000332.1 Rhodopirellula baltica WH47 cWH470361, whole genome shotgun sequence [...]
0.719686	1/1000	1	0.00497082	GCF_000196615.1_ASM19661v1_genomic.fna.gz	[3 seqs] NC_014306.1 Erwinia billingiae strain Eb661 complete chromosome [...]
0.719686	1/1000	1	0.00497082	GCF_000204155.1_ASM20415v1_genomic.fna.gz	[2 seqs] NC_015434.1 Verrucosispora maris AB-18-032, complete genome [...]
